EDWIN 5 7 3 1548 0 10
DON 1 3 3 4900 0 8
EDDIE 2 4 3 4080 0 5
RICKY 4 2 1 1485 0 1
TROY 8 2 1 3450 0 6
RANDALL 9 10 2 4373 0 9
BARRY 8 6 3 1275 0 4
ALEXANDER 3 7 3 3800 0 7
BERNARD 8 2 3 1056 0 8
MARIO 1 5 3 1418 0 1
LEROY 6 8 3 1176 0 9
FRANCISCO 3 4 2 1231 0 6
MARCUS 4 10 2 4776 0 3
MICHEAL 7 10 3 1218 0 1
THEODORE 5 5 2 3897 0 8
CLIFFORD 10 1 2 3145 0 8
MIGUEL 4 8 3 1829 0 10
OSCAR 3 7 1 1329 0 7
JAY 9 7 1 2993 0 6
JIM 9 5 2 3907 0 5
TOM 5 3 1 2995 0 5
CALVIN 10 9 1 3119 0 5
ALEX 6 1 1 4694 0 5
JON 4 1 3 4429 0 4
RONNIE 2 6 2 2556 0 4
BILL 8 8 3 4078 0 9
LLOYD 10 2 3 4168 0 10
TOMMY 6 7 2 1382 0 6
LEON 9 6 1 3036 0 2
DEREK 6 3 3 2893 0 3
WARREN 1 8 1 4464 0 9
DARRELL 10 5 1 4170 0 3
JEROME 9 3 3 2022 0 4
FLOYD 3 9 1 3018 0 8
LEO 1 5 3 2700 0 1
ALVIN 7 4 3 4969 0 8
TIM 2 8 3 1447 0 4
WESLEY 4 2 2 3261 0 8
GORDON 2 4 2 2057 0 1
DEAN 6 1 3 2844 0 4
GREG 5 6 1 2763 0 9
JORGE 3 9 2 2306 0 8
DUSTIN 7 8 2 3825 0 3
PEDRO 6 10 2 1236 0 4
DERRICK 6 3 1 4095 0 3
DAN 9 4 3 1142 0 8
LEWIS 9 5 3 3463 0 10
ZACHARY 6 1 2 2163 0 8
COREY 4 2 1 1719 0 5
HERMAN 8 9 1 3653 0 9
MAURICE 6 10 1 2608 0 1
VERNON 8 5 2 2270 0 4
ROBERTO 6 5 3 3793 0 4
CLYDE 7 6 3 3650 0 1
GLEN 1 8 1 1908 0 9
HECTOR 4 5 1 1586 0 5
SHANE 2 9 1 1304 0 3
RICARDO 5 9 2 4793 0 3
SAM 6 5 1 4164 0 3
RICK 1 10 2 3223 0 1
LESTER 7 9 1 2796 0 4
BRENT 8 5 2 1793 0 2
RAMON 10 8 3 2814 0 8
CHARLIE 9 10 3 2098 0 8
TYLER 7 8 1 3490 0 7
GILBERT 6 4 2 1974 0 9
GENE 3 2 1 2447 0 3
MARC 9 8 1 3231 0 7
REGINALD 6 2 1 1864 0 8
RUBEN 2 5 2 1285 0 7
BRETT 10 7 1 3640 0 5
ANGEL 10 7 2 1373 0 2
NATHANIEL 6 1 1 4907 0 3
RAFAEL 2 1 3 1992 0 7
LESLIE 9 5 1 3732 0 4
EDGAR 4 3 3 1451 0 10
MILTON 10 7 2 3099 0 7
RAUL 10 2 3 2901 0 7
BEN 2 8 3 2103 0 3
CHESTER 4 8 3 3284 0 1
CECIL 1 9 3 1743 0 10
DUANE 2 9 2 4881 0 9
FRANKLIN 9 8 3 2522 0 10
ANDRE 1 6 1 3111 0 5
ELMER 8 7 2 4741 0 10
BRAD 10 8 3 4554 0 4
GABRIEL 10 6 3 4054 0 6
RON 6 3 1 1418 0 1
MITCHELL 7 2 1 4108 0 2
ROLAND 10 3 1 4293 0 1
ARNOLD 6 7 2 1999 0 1
HARVEY 5 5 2 4495 0 5
JARED 7 6 3 4038 0 3
ADRIAN 10 3 2 4309 0 9
KARL 5 8 1 3443 0 5
CORY 9 1 3 3078 0 10
CLAUDE 2 6 3 3591 0 5
ERIK 6 9 3 2989 0 7
DARRYL 9 5 1 1346 0 9
JAMIE 2 5 2 3189 0 1
NEIL 3 4 2 2082 0 4
JESSIE 4 9 2 4951 0 4
CHRISTIAN 5 2 1 4528 0 3
JAVIER 6 1 1 1765 0 6
FERNANDO 2 3 1 3046 0 8
CLINTON 6 3 2 3269 0 9
TED 1 6 2 1928 0 8
MATHEW 6 7 2 3262 0 5
TYRONE 7 7 2 1188 0 4
DARREN 5 6 1 2279 0 10
LONNIE 7 2 3 4499 0 10
LANCE 9 9 2 4597 0 10
CODY 6 8 1 1876 0 1
JULIO 1 7 3 4030 0 1
KELLY 6 9 1 4505 0 5
KURT 5 2 1 3236 0 3
ALLAN 5 7 2 4216 0 9
NELSON 1 2 3 1552 0 8
GUY 8 9 2 4806 0 7
CLAYTON 2 9 2 4379 0 2
HUGH 6 2 2 1248 0 5
MAX 4 10 3 1084 0 7
DWAYNE 6 3 1 3600 0 1
DWIGHT 9 5 3 4854 0 7
ARMANDO 5 6 1 1999 0 2
FELIX 7 1 1 1360 0 7
JIMMIE 4 10 2 3351 0 5
EVERETT 5 1 2 2894 0 10
JORDAN 7 2 3 2334 0 1
IAN 3 7 2 2873 0 4
WALLACE 1 1 3 2446 0 5
KEN 5 2 2 2771 0 10
BOB 3 2 3 1471 0 7
JAIME 2 10 1 4730 0 5
CASEY 3 10 2 4633 0 4
ALFREDO 7 4 2 1786 0 7
ALBERTO 8 9 3 2341 0 1
DAVE 6 2 2 2048 0 6
IVAN 1 5 2 2007 0 8
JOHNNIE 4 10 3 2131 0 8
SIDNEY 7 8 1 2049 0 7
BYRON 2 2 2 1333 0 1
JULIAN 1 4 1 4898 0 7
ISAAC 4 6 3 1278 0 6
MORRIS 1 9 2 4623 0 4
CLIFTON 7 4 1 1235 0 5
WILLARD 1 6 2 4115 0 5
DARYL 5 2 3 4767 0 7
ROSS 8 7 2 1809 0 9
VIRGIL 4 9 1 4635 0 8
ANDY 9 10 3 1547 0 6
MARSHALL 9 1 2 3086 0 1
SALVADOR 7 4 3 2300 0 6
PERRY 5 10 2 4486 0 5
KIRK 10 9 2 4687 0 1
SERGIO 10 9 1 2035 0 7
MARION 5 7 2 4210 0 9
TRACY 4 2 3 3067 0 2
SETH 7 4 3 2643 0 2
KENT 3 3 1 4722 0 1
TERRANCE 7 6 2 2255 0 6
RENE 9 6 2 1857 0 2
EDUARDO 1 3 3 1050 0 1
TERRENCE 1 10 3 4291 0 5
ENRIQUE 4 10 3 4615 0 8
FREDDIE 7 4 1 2135 0 10
WADE 10 8 2 1276 0 4
AUSTIN 4 8 2 4901 0 10
STUART 4 1 1 2319 0 9
FREDRICK 7 7 3 1058 0 7
ARTURO 3 1 3 3816 0 2
ALEJANDRO 9 7 3 4531 0 2
JACKIE 4 4 1 1979 0 7
JOEY 2 7 2 1318 0 9
NICK 4 5 1 2795 0 8
LUTHER 8 8 2 2039 0 10
WENDELL 5 7 1 2855 0 5
JEREMIAH 9 4 3 3288 0 8
EVAN 10 7 2 1938 0 2
JULIUS 8 7 1 1598 0 1
DANA 8 7 3 2330 0 8
DONNIE 3 3 3 2067 0 8
OTIS 1 3 2 4301 0 1
SHANNON 1 9 3 3083 0 7
TREVOR 10 10 2 1671 0 7
OLIVER 2 6 3 4937 0 5
LUKE 10 7 1 2772 0 5
HOMER 3 10 3 2320 0 10
GERARD 10 4 1 4341 0 3
DOUG 3 4 2 2588 0 1
KENNY 7 5 3 3597 0 4
HUBERT 8 10 2 1434 0 5
ANGELO 2 4 2 1793 0 6
SHAUN 3 2 1 3758 0 9
LYLE 6 3 2 2253 0 2
MATT 9 1 2 3531 0 9
LYNN 9 8 2 4546 0 2
ALFONSO 5 2 1 2645 0 1
ORLANDO 10 3 2 4415 0 10
REX 8 5 1 1966 0 2
CARLTON 2 2 1 1804 0 4
ERNESTO 9 10 1 3218 0 2
CAMERON 4 10 2 4995 0 1
NEAL 1 7 1 3782 0 6
PABLO 5 2 1 1561 0 3
LORENZO 8 6 2 4994 0 6
OMAR 8 8 1 2488 0 6
WILBUR 4 6 3 4679 0 5
BLAKE 3 2 1 2277 0 4
GRANT 6 9 2 3030 0 9
HORACE 8 9 1 3581 0 10
RODERICK 10 5 3 3241 0 6
KERRY 6 2 1 3800 0 4
ABRAHAM 2 10 3 4544 0 9
WILLIS 1 2 1 2195 0 1
RICKEY 6 3 2 2074 0 1
JEAN 4 1 1 4137 0 6
IRA 10 4 3 1231 0 6
ANDRES 6 3 1 2087 0 6
CESAR 9 8 2 4531 0 4
JOHNATHAN 5 5 2 3584 0 5
MALCOLM 8 9 3 1053 0 5
RUDOLPH 9 1 3 4366 0 4
DAMON 1 8 1 2829 0 9
KELVIN 6 4 3 2684 0 10
RUDY 2 1 3 4742 0 7
PRESTON 6 4 2 4177 0 5
ALTON 2 5 3 4661 0 7
ARCHIE 1 8 3 3510 0 8
MARCO 7 3 1 1244 0 4
WM 5 8 2 1419 0 6
PETE 10 4 2 3837 0 3
RANDOLPH 3 6 2 4454 0 1
GARRY 8 3 3 1496 0 6
GEOFFREY 4 9 1 2672 0 3
JONATHON 9 3 1 1748 0 10
FELIPE 8 8 2 1060 0 9
BENNIE 4 6 3 3858 0 10
GERARDO 5 8 1 3984 0 9
ED 10 2 3 1464 0 1
DOMINIC 7 8 1 1424 0 4
ROBIN 4 2 1 3956 0 8
LOREN 8 5 2 2140 0 6
DELBERT 4 1 3 2218 0 2
COLIN 4 2 3 4693 0 3
GUILLERMO 5 7 2 1803 0 1
EARNEST 5 8 2 3303 0 6
LUCAS 7 7 3 4995 0 6
BENNY 2 4 3 1003 0 5
NOEL 2 2 1 3584 0 9
SPENCER 5 9 2 2192 0 4
RODOLFO 2 9 1 4805 0 1
MYRON 3 10 2 1276 0 7
EDMUND 8 10 1 4326 0 8
GARRETT 3 5 3 1279 0 6
SALVATORE 4 7 2 4404 0 10
CEDRIC 9 8 2 3498 0 5
LOWELL 4 10 2 2867 0 10
GREGG 2 10 1 1197 0 8
SHERMAN 7 4 3 1319 0 10
WILSON 3 9 1 4206 0 4
DEVIN 9 9 1 4116 0 1
SYLVESTER 3 4 2 3528 0 10
KIM 4 3 2 2457 0 10
ROOSEVELT 4 3 1 4291 0 1
ISRAEL 6 10 1 2748 0 7
JERMAINE 2 2 3 1303 0 8
FORREST 4 7 1 1604 0 3
WILBERT 7 8 1 1955 0 7
LELAND 7 9 1 2909 0 7
SIMON 5 4 3 3931 0 7
GUADALUPE 7 7 1 3120 0 9
CLARK 3 9 2 3665 0 6
IRVING 10 5 2 3450 0 4
CARROLL 5 10 2 2806 0 2
BRYANT 9 4 3 3591 0 6
OWEN 5 10 2 4697 0 8
RUFUS 2 1 3 3547 0 9
WOODROW 9 8 3 4336 0 4
SAMMY 5 1 2 3405 0 1
KRISTOPHER 4 6 2 2709 0 2
MACK 5 1 3 1026 0 10
LEVI 7 8 3 2903 0 7
MARCOS 7 3 1 1358 0 2
GUSTAVO 8 7 2 1041 0 6
JAKE 6 4 1 4541 0 8
LIONEL 7 6 1 2534 0 6
MARTY 4 4 2 1047 0 5
TAYLOR 7 4 2 1168 0 1
ELLIS 10 4 1 1309 0 3
DALLAS 2 2 3 2249 0 5
GILBERTO 7 6 3 3529 0 2
CLINT 3 7 2 2544 0 10
NICOLAS 8 2 3 4486 0 7
LAURENCE 10 7 1 4159 0 3
ISMAEL 7 3 2 3307 0 9
ORVILLE 8 4 2 3403 0 6
DREW 9 4 1 4487 0 4
JODY 4 10 1 3296 0 9
ERVIN 5 3 2 2304 0 9
DEWEY 10 10 1 2175 0 10
AL 1 2 1 3883 0 9
WILFRED 6 1 1 2849 0 6
JOSH 6 3 2 2232 0 9
HUGO 6 10 1 1200 0 5
IGNACIO 2 5 2 3249 0 9
CALEB 3 3 3 4725 0 8
TOMAS 6 7 1 3274 0 6
SHELDON 10 5 2 3947 0 4
ERICK 8 3 1 4985 0 7
FRANKIE 8 10 2 2646 0 8
STEWART 4 9 2 3329 0 7
DOYLE 9 4 1 4526 0 7
DARREL 7 5 3 3711 0 8
ROGELIO 2 8 2 4292 0 8
TERENCE 2 2 1 3414 0 8
SANTIAGO 6 6 3 1414 0 7
ALONZO 8 2 2 1036 0 5
ELIAS 1 5 1 1741 0 3
BERT 7 2 2 2110 0 5
ELBERT 10 2 1 3929 0 2
RAMIRO 10 5 1 3595 0 6
CONRAD 10 6 3 2221 0 10
PAT 2 7 2 4325 0 5
NOAH 3 10 1 1189 0 3
GRADY 10 9 2 4313 0 2
PHIL 4 10 1 4598 0 1
CORNELIUS 2 1 1 4187 0 8
LAMAR 3 5 2 4711 0 1
ROLANDO 10 2 1 2272 0 9
CLAY 6 4 1 3923 0 8
PERCY 3 4 2 4878 0 3
DEXTER 8 6 1 1631 0 1
BRADFORD 8 1 2 2021 0 10
MERLE 4 1 2 4202 0 7
DARIN 4 3 3 4152 0 4
AMOS 1 3 1 4596 0 3
TERRELL 8 8 2 3903 0 7
MOSES 1 5 1 1600 0 10
IRVIN 4 8 1 4953 0 3
SAUL 1 7 2 4564 0 2
ROMAN 5 1 1 2827 0 10
DARNELL 6 10 3 4993 0 4
RANDAL 10 10 2 3719 0 4
TOMMIE 9 4 1 2559 0 3
TIMMY 3 4 2 3678 0 9
DARRIN 2 9 3 3455 0 9
WINSTON 7 2 3 2276 0 9
BRENDAN 4 9 1 1380 0 8
TOBY 7 10 2 4187 0 7
VAN 7 3 1 2682 0 3
ABEL 8 7 1 1873 0 2
DOMINICK 1 7 3 2379 0 7
BOYD 2 5 1 3141 0 9
COURTNEY 9 3 3 1633 0 6
JAN 1 9 2 1282 0 8
EMILIO 1 6 3 4948 0 6
ELIJAH 8 8 3 1525 0 7
CARY 7 10 3 1079 0 8
DOMINGO 10 9 1 4433 0 3
SANTOS 6 9 3 1502 0 7
AUBREY 1 8 3 3855 0 6
EMMETT 1 3 1 3641 0 1
MARLON 8 1 3 2135 0 9
EMANUEL 5 3 2 4685 0 2
JERALD 7 4 3 4530 0 6
EDMOND 4 9 1 1790 0 5
EMIL 4 10 2 3319 0 2
DEWAYNE 10 9 1 3718 0 4
WILL 8 2 1 2159 0 6
OTTO 5 3 2 3391 0 7
TEDDY 6 5 2 2397 0 10
REYNALDO 5 5 1 1884 0 2
BRET 1 7 1 4987 0 2
MORGAN 7 1 2 2777 0 2
JESS 4 1 3 3687 0 3
TRENT 7 9 2 4207 0 1
HUMBERTO 5 3 1 2088 0 7
EMMANUEL 4 5 3 4817 0 1
STEPHAN 1 7 2 2562 0 7
LOUIE 5 5 1 2674 0 9
VICENTE 5 8 2 3568 0 2
LAMONT 6 5 2 1015 0 5
STACY 5 2 2 2008 0 1
GARLAND 9 7 3 3182 0 7
MILES 10 9 1 1715 0 10
MICAH 5 4 3 4653 0 3
EFRAIN 3 10 2 3591 0 9
BILLIE 1 8 1 2149 0 3
LOGAN 6 3 2 3555 0 3
HEATH 7 6 1 4937 0 8
RODGER 2 6 2 4469 0 2
HARLEY 4 10 2 2362 0 10
DEMETRIUS 4 4 2 3805 0 9
ETHAN 1 2 3 2232 0 3
ELDON 7 1 1 2498 0 4
ROCKY 2 1 3 4910 0 6
PIERRE 4 10 3 4122 0 4
JUNIOR 3 2 2 4357 0 6
FREDDY 9 4 2 2175 0 6
ELI 4 2 1 2797 0 1
BRYCE 4 4 2 3110 0 6
ANTOINE 7 5 2 2618 0 10
ROBBIE 7 5 3 3613 0 1
KENDALL 10 6 2 2922 0 1
ROYCE 6 3 1 1649 0 1
STERLING 6 3 3 4038 0 9
MICKEY 9 9 3 3273 0 1
CHASE 4 7 3 4775 0 8
GROVER 1 9 1 4451 0 6
ELTON 8 7 2 1984 0 2
CLEVELAND 7 7 1 2198 0 3
DYLAN 5 6 1 3481 0 9
CHUCK 4 4 2 2261 0 6
DAMIAN 1 2 1 4266 0 3
REUBEN 5 5 1 3418 0 10
STAN 5 8 2 3371 0 3
AUGUST 9 5 1 2205 0 1
LEONARDO 10 2 1 1081 0 7
JASPER 3 8 2 1917 0 9
RUSSEL 1 3 3 4034 0 9
ERWIN 6 7 2 4106 0 8
BENITO 5 9 1 1683 0 10
HANS 5 3 3 3951 0 10
MONTE 1 7 3 1472 0 10
BLAINE 7 10 3 1041 0 10
ERNIE 2 7 2 4505 0 9
CURT 10 7 1 1401 0 9
QUENTIN 6 1 3 1100 0 8
AGUSTIN 3 7 3 3014 0 1
MURRAY 2 3 2 2055 0 10
JAMAL 10 9 2 2550 0 9
DEVON 2 9 3 1362 0 9
ADOLFO 4 8 1 1902 0 3
HARRISON 4 10 3 2522 0 1
TYSON 3 7 1 1763 0 1
BURTON 5 5 3 3910 0 1
BRADY 6 5 2 4499 0 1
ELLIOTT 5 1 2 2993 0 5
WILFREDO 3 4 2 1748 0 3
BART 10 4 3 2094 0 2
JARROD 7 6 3 4634 0 4
VANCE 8 6 3 1429 0 2
DENIS 9 10 3 1353 0 3
DAMIEN 5 1 1 2433 0 7
JOAQUIN 6 6 1 4849 0 6
HARLAN 10 6 3 2909 0 5
DESMOND 7 3 3 3168 0 4
ELLIOT 7 3 1 2506 0 9
DARWIN 5 7 1 4620 0 9
ASHLEY 5 4 3 3437 0 5
GREGORIO 3 2 3 2540 0 3
BUDDY 5 4 1 4592 0 1
XAVIER 2 8 3 3314 0 10
KERMIT 6 1 3 4703 0 9
ROSCOE 6 1 3 2694 0 8
ESTEBAN 8 4 3 2618 0 8
ANTON 2 9 1 2675 0 9
SOLOMON 9 3 2 1989 0 10
SCOTTY 2 1 1 2050 0 3
NORBERT 7 4 1 3727 0 2
ELVIN 2 9 1 3389 0 7
WILLIAMS 9 9 3 4141 0 9
NOLAN 5 2 1 3973 0 4
CAREY 9 2 1 2076 0 3
ROD 1 8 3 3406 0 7
QUINTON 10 7 3 1669 0 10
HAL 9 5 1 3477 0 6
BRAIN 8 9 2 3833 0 3
ROB 7 3 2 1195 0 2
ELWOOD 5 9 3 1728 0 9
KENDRICK 9 2 3 4241 0 6
DARIUS 10 4 3 4365 0 2
MOISES 9 2 3 2386 0 6
SON 7 5 1 2809 0 2
MARLIN 9 7 3 1346 0 2
FIDEL 4 7 1 2609 0 2
THADDEUS 7 9 1 4653 0 6
CLIFF 5 8 2 4055 0 6
MARCEL 4 9 1 2482 0 5
ALI 10 8 2 3282 0 4
JACKSON 5 7 1 1320 0 7
RAPHAEL 2 6 1 1265 0 8
BRYON 1 7 1 1052 0 2
ARMAND 1 10 1 4730 0 3
ALVARO 2 5 2 4356 0 8
JEFFRY 4 3 1 4788 0 7
DANE 2 10 3 2211 0 7
JOESPH 7 7 2 2416 0 3
THURMAN 5 8 1 1868 0 10
NED 9 6 1 1538 0 1
SAMMIE 3 1 2 3270 0 7
RUSTY 2 2 1 1246 0 3
MICHEL 5 10 3 1703 0 9
MONTY 6 7 2 2045 0 8
RORY 1 3 2 3668 0 8
FABIAN 1 5 2 2900 0 5
REGGIE 7 3 1 1774 0 4
MASON 5 1 1 4580 0 5
GRAHAM 7 4 2 2236 0 5
KRIS 10 2 1 3819 0 8
ISAIAH 3 9 3 4897 0 1
VAUGHN 4 3 3 3740 0 9
GUS 10 4 3 2344 0 1
AVERY 7 3 3 4620 0 10
LOYD 5 9 2 3349 0 8
DIEGO 2 5 3 2643 0 10
ALEXIS 8 7 2 4971 0 1
ADOLPH 6 8 3 2609 0 3
NORRIS 9 9 1 3728 0 2
MILLARD 4 2 1 2688 0 2
ROCCO 7 9 3 3512 0 6
GONZALO 2 5 2 1227 0 3
DERICK 6 2 2 2551 0 7
RODRIGO 7 3 3 1134 0 10
GERRY 1 6 2 2516 0 5
STACEY 3 7 3 4870 0 2
CARMEN 9 2 3 3143 0 3
WILEY 9 1 1 2906 0 2
RIGOBERTO 10 4 1 4942 0 9
ALPHONSO 5 8 1 1546 0 6
TY 8 2 3 2435 0 10
SHELBY 2 2 3 3034 0 3
RICKIE 10 10 2 4429 0 7
NOE 4 3 2 4098 0 6
VERN 5 3 2 3148 0 1
BOBBIE 8 10 2 3840 0 5
REED 5 6 2 1483 0 9
JEFFERSON 4 1 2 2625 0 3
ELVIS 7 3 1 1047 0 9
BERNARDO 9 3 3 4639 0 9
MAURICIO 4 7 1 4064 0 10
HIRAM 10 9 1 1283 0 6
DONOVAN 2 5 3 1499 0 7
BASIL 4 1 3 1934 0 9
RILEY 3 9 1 1345 0 7
OLLIE 2 5 3 3954 0 8
NICKOLAS 7 9 1 4746 0 3
MAYNARD 5 6 2 3402 0 1
SCOT 2 1 3 2634 0 3
VINCE 2 6 3 3178 0 8
QUINCY 8 4 3 1634 0 2
EDDY 4 8 2 3968 0 1
SEBASTIAN 1 2 1 3641 0 4
FEDERICO 9 2 1 4703 0 8
ULYSSES 8 9 3 3683 0 10
HERIBERTO 5 9 2 3402 0 9
DONNELL 3 3 1 1918 0 1
COLE 4 4 2 1116 0 1
DENNY 8 7 1 3555 0 5
DAVIS 4 10 3 3897 0 8
GAVIN 6 2 1 1487 0 7
EMERY 1 1 1 2287 0 3
WARD 1 6 2 3008 0 7
ROMEO 10 6 2 1844 0 1
JAYSON 10 3 1 3903 0 6
DION 1 5 3 2403 0 3
DANTE 4 5 2 4117 0 9
CLEMENT 4 2 1 3007 0 10
COY 8 7 2 4497 0 6
ODELL 9 9 2 3948 0 3
MAXWELL 10 10 2 3152 0 6
JARVIS 5 10 3 1183 0 3
BRUNO 6 8 3 3529 0 10
ISSAC 6 2 2 3018 0 6
MARY 2 9 3 1635 0 8
DUDLEY 2 5 3 1084 0 2
BROCK 3 6 1 3460 0 5
SANFORD 1 10 2 1832 0 2
COLBY 1 10 3 4921 0 6
CARMELO 10 10 2 2888 0 1
BARNEY 10 7 1 3753 0 5
NESTOR 5 10 2 3812 0 9
HOLLIS 5 8 3 2667 0 2
STEFAN 8 9 1 1695 0 8
DONNY 3 5 3 2879 0 6
ART 1 4 2 1364 0 2
LINWOOD 10 6 1 4435 0 2
BEAU 10 1 3 1455 0 8
WELDON 8 4 1 2944 0 5
GALEN 7 1 2 2021 0 2
ISIDRO 9 5 2 3745 0 7
TRUMAN 3 2 2 4473 0 2
DELMAR 9 7 2 3373 0 6
JOHNATHON 1 9 2 4519 0 1
SILAS 4 3 2 2411 0 9
FREDERIC 7 5 1 3127 0 2
DICK 9 8 2 2916 0 1
KIRBY 2 2 1 3496 0 1
IRWIN 3 6 1 4809 0 7
CRUZ 5 2 1 2432 0 8
MERLIN 3 1 2 3951 0 10
MERRILL 7 1 2 2557 0 5
CHARLEY 8 3 1 3138 0 8
MARCELINO 10 9 2 3338 0 3
LANE 2 2 1 4511 0 2
HARRIS 1 3 3 4871 0 4
CLEO 4 4 1 2208 0 9
CARLO 10 2 1 4912 0 10
TRENTON 10 5 2 1528 0 2
KURTIS 4 10 1 1781 0 3
HUNTER 7 2 3 4107 0 5
AURELIO 4 10 2 4852 0 6
WINFRED 6 1 3 3822 0 6
VITO 7 7 1 4454 0 9
COLLIN 10 10 2 4628 0 10
DENVER 10 8 2 3077 0 5
CARTER 9 3 1 2928 0 3
LEONEL 3 1 3 2770 0 7
EMORY 1 3 1 4880 0 5
PASQUALE 1 5 1 4163 0 7
MOHAMMAD 8 2 1 4899 0 9
MARIANO 3 6 1 2121 0 8
